,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
6,16,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,54.2,9.0,7.9,1,0.14,0.20,0.34,0.65,63,-8363,304048,13006,21369
7,16,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,20,21.6,35.8,4.0,6.1,1,0.00,0.15,0.15,1.82,63,-5638,303186,11664,17302
8,16,81,12,5,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,1,0,2,0,0,0,0,0,0,0,26,34.8,35.2,2.0,7.2,1,0.00,0.20,0.20,0.85,63,-5880,299735,7085,12965
9,16,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,9,18.0,40.8,14.0,7.3,1,0.35,0.19,0.54,0.53,63,8893,313312,20304,11411
10,16,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,70,0,0,0,1,0,0,0,0,0,0,0,11,9.0,5.7,2.0,1.7,1,0.00,0.07,0.07,1.22,63,-20244,293833,4932,25176
11,16,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-19080,275691,1408,20488
12,16,129,19,2,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,14,16.8,39.9,2.0,5.9,1,0.00,0.12,0.12,1.54,62,-3886,273566,4103,7989
13,16,131,14,7,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,1,1,0,0,0,0,0,0,0,1,33,31.8,47.1,7.0,8.6,1,0.08,0.41,0.49,0.22,62,-4628,269849,3336,7964
14,16,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,1,0,0,1,21,10.4,46.3,16.0,7.3,1,0.12,0.60,0.72,0.16,62,5726,277287,10360,4634
0,17,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,False,79,1,1,1,0,0,0,0,1,0,0,2,42,64.2,61.7,78.0,20.4,1,0.35,0.37,0.72,0.32,100,0,2763895,0,0
1,17,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,87,0,1,1,0,0,0,0,0,0,0,0,21,27.8,27.4,27.0,8.2,1,0.05,0.10,0.15,1.25,100,141942,3227441,240288,98346
2,17,21,5,6,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,1,0,1,0,0,0,0,0,0,1,21,34.8,21.2,88.0,14.4,1,0.95,0.20,1.15,1.83,101,99888,3421437,349415,249527
3,17,39,18,7,False,2024-09-15T13:00:00Z,0,1,4,False,85,0,1,1,0,0,0,0,0,0,0,1,25,27.0,35.0,13.0,7.5,1,0.05,0.35,0.40,0.65,101,-374238,3080836,222878,597116
4,17,47,13,4,False,2024-09-22T15:30:00Z,2,2,5,False,45,0,1,0,1,0,0,0,0,0,0,0,19,18.6,28.8,0.0,4.7,1,0.00,0.41,0.41,0.60,100,-162362,2931215,93151,255513
5,17,51,11,3,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,0,1,37,38.6,114.3,62.0,21.5,1,0.29,0.79,1.08,0.32,101,562324,3545117,685947,123623
6,17,61,17,16,True,2024-10-05T14:00:00Z,3,1,7,False,90,1,2,0,1,0,0,0,0,0,0,3,67,84.2,90.0,73.0,24.7,1,0.31,0.93,1.24,0.65,101,-59558,3491722,188957,248515
7,17,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,101,1260,3514644,275043,273783
8,17,81,12,9,True,2024-10-27T16:30:00Z,2,2,9,False,84,1,0,0,2,0,0,0,0,0,0,2,30,34.0,1.4,24.0,5.9,1,0.23,0.01,0.24,0.85,100,-1132341,2353764,16438,1148779
9,17,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,9,7.4,22.9,17.0,4.7,1,0.20,0.25,0.45,0.53,101,284123,2699785,393216,109093
10,17,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,80,0,0,0,1,0,0,0,0,0,0,0,3,1.4,3.4,9.0,1.4,1,0.03,0.01,0.04,1.24,101,37774,2732842,170244,132470
11,17,111,16,13,True,2024-11-23T15:00:00Z,3,0,12,False,82,1,1,1,0,0,0,0,1,0,0,3,51,60.0,51.3,66.0,17.7,1,0.29,0.24,0.53,0.27,101,-28359,2709800,199139,227498
12,17,129,19,18,False,2024-11-30T17:30:00Z,2,5,13,False,73,1,3,0,2,0,0,0,1,0,0,3,57,70.4,64.0,40.0,17.4,1,0.87,1.11,1.98,0.80,102,701791,3460355,722096,20305
13,17,131,14,3,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,12,15.6,38.9,29.0,8.4,1,0.13,0.16,0.29,0.22,104,726318,4185306,746237,19919
14,17,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,15,9.4,20.3,37.0,6.7,1,0.09,0.11,0.20,0.16,105,434619,4646701,459958,25339
0,18,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.9,0.0,1.6,1,0.00,0.00,0.00,0.47,60,0,3490919,0,0
1,18,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,24,23.8,1.2,0.0,2.5,1,0.00,0.01,0.01,1.28,60,-54391,3770895,71155,125546
2,18,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,1.3,0.0,2.3,1,0.00,0.01,0.01,1.83,60,16354,3954073,186343,169989
3,18,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,1,0,0,0,22,8.2,0.4,2.0,1.1,1,0.00,0.01,0.01,0.74,60,-294232,3736254,95758,389990
4,18,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,0,0,7,24.2,0.3,0.0,2.5,1,0.00,0.00,0.00,2.16,60,-106785,3663934,39461,146246
5,18,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,1,0,0,0,4,13.0,1.5,0.0,1.5,1,0.00,0.01,0.01,0.32,60,-135179,3563681,170729,305908
6,18,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,10,13.4,4.0,2.0,1.9,1,0.00,0.03,0.03,0.65,60,-164493,3419740,60456,224949
7,18,71,3,-3,False,2024-10-19T16:30:00Z,2,0,8,False,29,0,0,0,2,0,0,0,0,1,0,0,-12,0.0,0.1,0.0,0.0,1,0.00,0.00,0.00,0.03,60,-102072,3345949,43802,145874
8,18,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-845094,2485944,1772,846866
9,18,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,19,18.8,2.7,2.0,2.4,1,0.00,0.24,0.24,0.53,60,-74076,2445021,55502,129578
10,18,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,18,16.6,22.3,4.0,4.3,1,0.00,0.26,0.26,1.28,60,-81301,2368808,20567,101868
11,18,111,16,7,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,1,32,24.0,2.8,0.0,2.7,1,0.00,0.02,0.02,0.33,60,3449,2392633,65139,61690
12,18,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,6,18.6,1.0,0.0,2.0,1,0.00,0.01,0.01,1.54,60,83815,2495567,112154,28339
13,18,131,14,15,True,2024-12-04T20:15:00Z,2,0,14,False,90,1,0,1,0,0,0,0,0,0,0,3,41,47.0,1.5,33.0,8.2,1,0.69,0.01,0.70,0.22,60,-44337,2447500,43456,87793
14,18,145,9,9,False,2024-12-08T14:00:00Z,1,1,15,False,90,1,0,0,1,0,0,0,0,0,0,1,21,47.8,3.6,40.0,9.1,1,1.19,0.01,1.20,0.16,61,262951,2756385,282622,19671
0,20,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,14.4,43.6,1.0,5.9,1,0.06,0.06,0.12,0.47,50,0,6975,0,0
1,20,11,2,11,False,2024-08-24T16:30:00Z,0,2,2,False,90,1,0,1,0,0,0,0,0,0,0,3,27,39.4,7.5,8.0,5.5,1,0.10,0.08,0.18,1.28,50,2274,14479,4346,2072
2,20,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,1,0,0,0,8,17.0,0.6,0.0,1.8,1,0.00,0.00,0.00,1.83,50,98705,147597,120463,21758
3,20,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,12,20.0,2.8,0.0,2.3,1,0.00,0.07,0.07,0.74,50,3221,152755,38742,35521
4,20,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,1,0,0,0,11,14.0,2.3,2.0,1.8,1,0.00,0.02,0.02,2.16,50,-1790,152967,15118,16908
5,20,51,11,2,True,2024-09-28T14:00:00Z,4,2,6,False,84,0,0,0,2,0,0,0,0,0,0,0,20,13.6,23.9,4.0,4.2,1,0.00,0.09,0.09,0.32,50,-151,154561,20855,21006
6,20,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,83,0,0,0,1,0,0,0,0,0,0,0,25,22.8,12.7,13.0,4.9,1,0.11,0.05,0.16,0.61,50,-7167,148749,12757,19924
7,20,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,9,2.6,5.3,1.0,0.9,1,0.05,0.03,0.08,1.82,50,-11640,138182,5675,17315
8,20,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,18,24.8,4.8,0.0,3.0,1,0.00,0.02,0.02,0.85,50,-11409,127321,2065,13474
9,20,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,85,0,0,0,1,0,0,0,0,0,0,0,17,19.2,25.8,2.0,4.7,1,0.00,0.06,0.06,0.48,50,-7449,120783,5048,12497
10,20,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,11,9.4,5.7,7.0,2.2,1,0.19,0.02,0.21,1.28,50,-9816,111149,2465,12281
11,20,111,16,8,True,2024-11-23T15:00:00Z,3,0,12,False,45,1,0,0,0,0,0,0,0,0,0,2,36,42.6,1.1,8.0,5.2,0,0.06,0.01,0.07,0.21,50,-4968,107035,3583,8551
12,20,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,3880,111729,8674,4794
13,20,131,14,6,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,1,1,0,0,0,0,0,0,0,0,27,25.0,17.6,41.0,8.4,1,0.37,0.35,0.72,0.22,50,-15621,95818,921,16542
14,20,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,8,6.0,8.5,7.0,2.2,1,0.25,0.07,0.32,0.16,50,1193,97888,5884,4691
0,23,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,False,10,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,0.15,70,0,192689,0,0
1,23,11,2,7,False,2024-08-24T16:30:00Z,0,2,2,False,25,1,0,0,0,0,0,0,0,0,0,1,25,33.6,0.5,26.0,6.0,0,0.18,0.02,0.20,0.16,69,-43402,165221,3440,46842
2,23,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,58,0,0,0,1,0,0,0,0,0,0,0,11,9.4,15.2,21.0,4.6,1,0.03,0.08,0.11,0.93,69,20874,203684,47196,26322
3,23,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,False,79,0,0,1,0,0,0,0,0,0,0,0,13,9.4,21.2,5.0,3.6,1,0.05,0.03,0.08,0.61,69,-23151,185675,19468,42619
4,23,47,13,-2,False,2024-09-22T15:30:00Z,2,2,5,False,52,0,0,0,2,0,0,0,0,1,0,0,-10,0.0,0.0,4.0,0.0,1,0.08,0.00,0.08,0.60,69,-10267,179003,9272,19539
5,23,51,11,12,True,2024-09-28T14:00:00Z,4,2,6,False,90,1,1,0,2,0,0,0,0,0,0,2,38,45.2,31.8,61.0,13.8,1,1.11,0.12,1.23,0.32,69,-16370,164588,18018,34388
6,23,61,17,1,True,2024-10-05T14:00:00Z,3,1,7,False,30,0,0,0,0,0,0,0,0,0,0,0,8,10.0,42.7,8.0,6.1,0,0.00,0.07,0.07,0.33,69,128947,306985,142675,13728
7,23,71,3,3,False,2024-10-19T16:30:00Z,2,0,8,False,63,0,0,1,0,0,0,0,0,0,0,0,5,7.8,0.8,2.0,1.1,1,0.00,0.01,0.01,0.80,69,2617,310889,43474,40857
8,23,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,7,6.0,2.6,4.0,1.3,1,0.00,0.04,0.04,0.85,69,-38386,271155,11718,50104
9,23,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,70,0,0,0,1,0,0,0,0,0,0,0,7,2.0,4.4,14.0,2.0,1,0.08,0.01,0.09,0.48,69,-17629,256897,19343,36972
10,23,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,19,0,0,0,0,0,0,0,0,0,0,0,1,1.4,11.3,11.0,2.4,0,0.03,0.02,0.05,0.06,69,-36080,221472,5217,41297
11,23,111,16,3,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,18.1,46.0,7.9,1,0.18,0.11,0.29,0.33,69,-31977,191124,3284,35261
12,23,129,19,12,False,2024-11-30T17:30:00Z,2,5,13,False,84,1,1,0,2,0,0,0,0,0,0,2,40,55.8,29.3,39.0,12.4,1,0.69,0.23,0.92,1.06,68,-9145,183430,3336,12481
13,23,131,14,1,True,2024-12-04T20:15:00Z,2,0,14,False,19,0,0,0,0,0,0,0,0,0,0,0,3,3.0,4.0,13.0,2.0,0,0.05,0.01,0.06,0.08,68,12570,197713,19193,6623
14,23,145,9,1,False,2024-12-08T14:00:00Z,1,1,15,False,59,0,0,0,1,0,0,0,0,0,0,0,10,9.0,17.8,23.0,5.0,1,0.02,0.15,0.17,0.04,68,-2775,195311,9299,12074
0,24,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,22,5.8,1.3,8.0,1.5,1,0.07,0.06,0.13,0.47,65,0,927335,0,0
1,24,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,23,9.2,6.8,4.0,2.0,1,0.00,0.02,0.02,1.28,65,-34627,962999,19032,53659
2,24,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,8,22.0,0.8,5.0,2.8,1,0.04,0.00,0.04,1.83,65,-31887,962026,44069,75956
3,24,39,18,6,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,23,10.2,1.9,0.0,1.2,1,0.00,0.01,0.01,0.74,65,-115626,858247,20512,136138
4,24,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,False,45,0,0,0,1,0,0,0,0,0,0,0,3,15.4,0.1,0.0,1.6,0,0.00,0.00,0.00,1.56,65,-38812,828404,10298,49110
5,24,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,64,-78111,757020,15911,94022
6,24,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,64,-189258,568492,2945,192203
7,24,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,1,0,0,0,2,7.8,2.0,2.0,1.2,1,0.00,0.01,0.01,1.82,63,-105429,466138,607,106036
8,24,81,12,4,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,1,0,2,0,0,0,0,0,0,0,19,32.4,11.7,0.0,4.4,1,0.00,0.01,0.01,0.85,63,-20003,449741,5210,25213
9,24,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,19,0,0,0,0,0,0,0,0,0,0,0,6,7.4,17.8,2.0,2.7,0,0.00,0.03,0.03,0.04,63,-12091,441170,16086,28177
10,24,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,6,18.2,12.9,8.0,3.9,1,0.02,0.18,0.20,1.28,62,-17374,425618,4130,21504
11,24,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-53047,373857,5829,58876
12,24,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-45998,328804,171,46169
13,24,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,61,-24477,304917,94,24571
14,24,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,61,-16429,288766,90,16519
0,25,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,68,0,0,1,0,0,0,0,0,0,0,0,22,7.2,4.9,6.0,1.8,1,0.00,0.04,0.04,0.32,50,0,230223,0,0
1,25,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,23613,312806,46003,22390
2,25,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28,50,-56048,264308,16584,72632
3,25,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-45776,227563,9852,55628
4,25,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44677,184385,1173,45850
5,25,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-40098,144882,164,40262
6,25,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-23935,121540,84,24019
7,25,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-9937,112095,103,10040
8,25,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-1519,111488,1054,2573
9,25,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,29,0,0,0,0,0,0,0,0,0,0,0,5,4.6,2.4,2.0,0.9,0,0.00,0.01,0.01,0.08,48,-1515,110916,1859,3374
10,25,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-1711,109869,1132,2843
11,25,111,16,1,True,2024-11-23T15:00:00Z,3,0,12,False,23,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.2,4.0,0.8,0,0.00,0.00,0.00,0.17,48,-928,109888,1706,2634
12,25,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,34,0,0,0,0,0,0,0,0,0,0,0,8,7.0,12.6,4.0,2.4,0,0.00,0.02,0.02,0.74,48,-807,109626,1086,1893
13,25,131,14,5,True,2024-12-04T20:15:00Z,2,0,14,False,70,0,0,1,0,0,0,0,1,0,0,0,19,0.4,2.1,5.0,0.8,1,0.06,0.01,0.07,0.14,48,-1118,108914,960,2078
14,25,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,2940,112774,4379,1439
0,578,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,226287,0,0
1,578,11,2,1,False,2024-08-24T16:30:00Z,0,2,2,False,11,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.0,0.0,0.0,0,0.00,0.00,0.00,0.16,59,-46797,206409,4067,50864
2,578,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,31,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.1,0.0,0.2,0,0.00,0.00,0.00,0.89,59,-34921,180050,4776,39697
3,578,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-35558,149968,3165,38723
4,578,47,13,9,False,2024-09-22T15:30:00Z,2,2,5,False,73,1,0,0,1,0,0,0,0,0,0,1,24,45.0,0.3,9.0,5.4,1,0.02,0.00,0.02,1.17,58,-17275,134546,649,17924
5,578,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,1,0,0,0,4,27.4,30.3,81.0,13.9,1,0.48,0.28,0.76,0.32,58,41623,186225,53572,11949
6,578,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,89,0,0,0,1,0,0,0,0,0,0,0,15,17.8,4.9,10.0,3.3,1,0.00,0.12,0.12,0.61,58,38290,233214,55043,16753
7,578,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,12,27.2,7.2,0.0,3.4,1,0.00,0.01,0.01,1.82,58,15615,254877,31475,15860
8,578,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-29132,224753,11785,40917
9,578,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-53538,171771,281,53819
10,578,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-21713,151207,153,21866
11,578,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,66,0,0,1,0,0,0,0,0,0,0,0,23,9.6,1.7,2.0,1.3,1,0.00,0.01,0.01,0.16,58,-4097,148168,4969,9066
12,578,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,55,0,0,0,2,0,0,0,0,0,0,0,-6,8.4,1.8,9.0,1.9,1,0.05,0.01,0.06,0.80,58,13456,164666,16093,2637
13,578,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-1262,163586,6532,7794
14,578,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-11317,152344,1415,12732
0,633,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,708,1065,1272,564
1,633,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-406,684,213,619
2,633,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-69,645,79,148
3,633,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-63,594,90,153
4,633,61,17,1,True,2024-10-05T14:00:00Z,3,1,7,False,29,0,0,0,0,0,0,0,0,0,0,0,8,19.6,11.9,2.0,3.4,0,0.00,0.03,0.03,0.33,60,549,1307,684,135
5,633,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,80,0,0,0,2,0,0,0,0,0,0,0,15,20.2,14.8,8.0,4.3,1,0.15,0.11,0.26,1.82,60,574,2348,903,329
6,633,81,12,8,True,2024-10-27T16:30:00Z,2,2,9,False,90,1,0,0,2,0,0,0,0,0,0,1,27,38.0,14.8,28.0,8.1,1,0.40,0.04,0.44,0.85,60,303,2899,638,335
7,633,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,60,0,0,0,1,0,0,0,1,0,0,0,6,6.0,6.0,9.0,2.1,1,0.37,0.13,0.50,0.44,60,8370,12580,9402,1032
8,633,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,19,0,0,0,0,0,0,0,0,0,0,0,5,10.4,0.3,17.0,2.8,0,0.10,0.00,0.10,0.06,60,-1836,10626,2392,4228
9,633,111,16,3,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,9,6.4,1.9,7.0,1.5,1,0.04,0.00,0.04,0.33,60,-648,10534,1741,2389
10,633,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-198,10596,1365,1563
11,633,131,14,1,True,2024-12-04T20:15:00Z,2,0,14,False,19,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0.8,4.0,0.2,0,0.07,0.01,0.08,0.08,60,-2524,8076,150,2674
