,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
89,,,204863,0,0,-2,2,0,2,0.0,0.5,2,Ryan,1.0,467,False,,,43,204863.jpg,1.5,Manning,0.1,False,,a,17,20,12,2216,84,5500,110,0.2,2.8,Manning,104.0,599,0,1,0,13,0,0,0,1,0,0,0,53,111.6,152.2,39.0,30.2,8,0.14,0.71,0.85,17.92,246,94,122,24,254,75,216,66,1.0,,,,,,0.02,0.0,0.11,0.13,2.69,1.95,549,128,255,74,311,102,498,180,1.2,0.0,2,1060,1065,1060,1070,1060,1060,Southampton,17,DEF
90,100.0,100.0,219279,0,0,-1,1,1,2,-0.2,0.3,0,Sugawara,0.8,474,False,,2024-10-20T11:00:06.390070Z,44,219279.jpg,2.1,Yukinari,0.2,False,,a,17,20,27,30450,58,31770,716,0.2,6.1,Sugawara,108.0,763,1,1,1,19,0,0,0,2,0,0,0,98,186.0,175.7,55.0,41.5,9,0.29,1.56,1.85,19.02,159,63,93,19,219,62,153,40,3.0,,2.0,,,,0.03,0.0,0.18,0.21,2.24,2.24,489,98,287,84,229,71,362,128,1.06,0.12,2,1060,1065,1060,1070,1060,1060,Southampton,17,DEF
91,,,158534,0,0,-1,1,0,2,0.8,1.3,2,Kyle,1.8,476,False,,,44,158534.jpg,2.2,Walker-Peters,0.4,False,,a,17,20,28,28342,474,41945,784,0.4,6.4,Walker-Peters,241.0,1160,0,2,1,27,0,0,0,3,0,0,3,135,243.0,156.6,93.0,49.3,13,0.24,1.12,1.36,32.51,101,37,117,23,154,26,122,30,,,,,,,0.02,0.0,0.09,0.11,2.52,2.09,481,92,179,51,212,65,300,112,1.01,0.08,2,1060,1065,1060,1070,1060,1060,Southampton,17,DEF
92,,,493125,0,0,-2,2,0,2,3.5,2.5,0,Radu,2.5,486,False,,,43,493125.jpg,1.9,Drăgușin,0.3,False,,a,18,6,15,32544,2598,25678,1294,0.6,3.5,Dragusin,177.0,624,0,0,1,11,0,0,0,0,0,0,0,62,133.8,8.5,31.0,17.4,6,0.05,0.06,0.11,14.79,218,85,373,120,268,82,294,95,,,,,,,0.01,0.0,0.01,0.02,2.13,1.59,562,139,118,26,255,79,307,116,0.87,0.14,4,1220,1260,1110,1170,1330,1350,Spurs,18,DEF
93,100.0,100.0,441164,0,0,1,-1,2,2,6.0,5.0,3,Pedro,5.0,495,False,,2024-08-19T23:00:06.196679Z,56,441164.jpg,3.7,Porro,29.7,False,,a,18,6,55,2192608,51580,2556795,33592,0.9,9.8,Pedro Porro,200.0,1285,2,2,3,18,0,0,0,2,0,0,3,231,381.2,392.0,138.0,91.3,14,1.22,1.69,2.91,21.56,19,4,16,2,106,10,25,1,2.0,,1.0,,,,0.09,0.0,0.12,0.21,1.51,1.26,101,10,29,7,66,11,6,1,0.98,0.21,4,1220,1260,1110,1170,1330,1350,Spurs,18,DEF
94,75.0,75.0,221632,0,0,0,0,1,2,0.9,0.2,1,Cristian,0.2,498,False,Muscle injury - 75% chance of playing,2024-11-21T14:30:08.425075Z,50,221632.jpg,2.9,Romero,5.3,False,,d,18,6,35,930381,992,1064972,19773,0.0,7.0,Romero,10.0,974,1,0,2,13,0,0,0,1,0,0,2,185,249.6,95.1,140.0,48.7,12,1.03,0.74,1.77,12.86,94,35,184,44,102,8,126,32,,,,,,,0.1,0.0,0.07,0.17,1.19,1.2,205,24,372,128,132,36,71,26,1.11,0.18,4,1220,1260,1110,1170,1330,1350,Spurs,18,DEF
95,100.0,100.0,487053,0,0,-1,1,0,2,3.5,2.5,0,Destiny,2.5,505,False,,2024-09-29T21:00:06.621002Z,49,487053.jpg,2.2,Udogie,3.1,False,,a,18,6,33,290351,8821,366112,8504,0.5,6.7,Udogie,106.0,1274,0,1,2,19,0,0,0,2,0,0,0,187,226.0,194.0,108.0,52.8,15,0.31,1.04,1.35,22.13,122,47,81,16,138,19,107,24,,,,,,,0.02,0.0,0.07,0.09,1.56,1.34,281,32,127,31,216,69,103,41,1.06,0.14,4,1220,1260,1110,1170,1330,1350,Spurs,18,DEF
96,100.0,0.0,491279,0,0,0,0,1,2,1.2,0.0,1,Micky,0.2,506,False,,2024-10-31T03:00:07.863084Z,45,491279.jpg,3.1,van de Ven,3.9,False,,a,18,6,28,1023149,6573,1337288,8305,0.0,6.2,Van de Ven,152.0,788,0,2,2,11,0,0,0,4,0,0,2,128,161.0,36.6,40.0,23.8,9,0.35,0.69,1.04,9.79,185,72,291,86,252,74,258,84,,,,,,,0.04,0.0,0.08,0.12,1.12,1.26,417,83,366,127,109,30,92,34,1.03,0.23,4,1220,1260,1110,1170,1330,1350,Spurs,18,DEF
97,,,214590,1,-1,1,-1,1,2,6.0,6.0,2,Aaron,6.0,388,False,,,46,214590.jpg,3.0,Wan-Bissaka,6.0,False,,a,19,21,42,596709,33860,186396,10865,1.3,9.1,Wan-Bissaka,241.0,1174,2,0,2,26,0,0,0,0,0,0,3,149,303.0,190.7,86.0,57.9,13,0.63,0.98,1.61,24.16,52,17,84,17,168,32,90,16,,,,,,,0.05,0.0,0.08,0.13,1.85,1.99,348,49,12,4,121,32,66,22,1.0,0.15,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
98,,,164555,0,0,-3,3,0,2,0.5,0.5,0,Vladimír,0.5,516,False,,,42,164555.jpg,1.4,Coufal,0.5,False,,a,19,21,11,25053,531,64628,751,0.1,2.6,Coufal,57.0,322,0,0,1,5,0,0,0,2,0,0,0,17,30.2,33.2,7.0,6.7,3,0.02,0.24,0.26,5.66,370,132,293,88,351,119,368,119,,,,,,,0.01,0.0,0.07,0.08,1.58,1.4,575,148,311,92,331,109,267,98,0.84,0.28,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
99,0.0,100.0,109533,0,0,-1,1,1,2,0.0,4.0,1,Emerson,4.0,520,False,Suspended until 21 Dec,2024-12-10T00:00:08.561714Z,44,109533.jpg,2.3,Palmieri dos Santos,1.1,False,,s,19,21,35,112610,4871,71873,8080,0.9,8.0,Emerson,106.0,1104,1,1,3,25,0,0,0,5,0,0,0,114,232.4,207.9,79.0,51.8,14,1.1,1.47,2.57,22.58,115,44,70,14,176,36,112,26,3.0,,,,,,0.09,0.0,0.12,0.21,1.84,2.04,478,90,59,16,203,59,197,78,1.14,0.24,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
100,,,214048,0,0,0,0,1,2,2.2,2.2,2,Max,2.2,524,False,,,45,214048.jpg,2.4,Kilman,1.8,False,,a,19,21,36,323198,656,262944,3651,0.5,8.0,Kilman,241.0,1350,0,1,3,28,0,0,0,3,0,0,3,158,343.8,109.4,69.0,52.4,15,1.01,0.23,1.24,27.04,32,9,164,37,198,48,108,25,,,,,,,0.07,0.0,0.02,0.09,1.8,1.87,374,66,144,38,186,55,149,59,1.0,0.2,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
101,100.0,100.0,233963,0,0,-1,1,0,2,1.0,1.0,2,Konstantinos,1.0,528,False,,2024-11-30T22:00:08.032136Z,44,233963.jpg,1.7,Mavropanos,0.1,False,,a,19,21,20,15269,99,18701,169,0.2,4.5,Mavropanos,83.0,863,0,0,1,16,0,0,0,1,0,0,2,106,220.6,23.6,88.0,33.3,9,0.81,0.34,1.15,17.62,127,51,318,102,161,29,200,58,,,,,,,0.08,0.0,0.04,0.12,1.84,1.67,503,107,257,76,289,91,406,148,0.94,0.1,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
102,100.0,75.0,462116,0,0,-2,2,0,2,0.5,0.4,1,Jean-Clair,0.5,591,False,,2024-12-03T11:00:08.140652Z,43,462116.jpg,1.5,Todibo,0.3,False,,a,19,21,16,14162,289,36571,497,0.1,3.7,Todibo,73.0,650,0,0,1,15,0,0,0,0,0,0,0,72,141.2,24.3,14.0,17.9,7,0.1,0.02,0.12,12.06,209,80,316,101,319,104,292,94,,,,,,,0.01,0.0,0.0,0.01,1.67,2.08,559,136,314,94,312,103,324,121,0.97,0.14,3,1100,1100,1080,1070,1120,1130,West Ham,19,DEF
103,100.0,100.0,448514,0,0,4,-4,1,2,1.5,1.5,4,Rayan,1.5,533,False,,2024-09-08T23:00:07.055579Z,49,448514.jpg,2.8,Aït-Nouri,15.2,False,,a,20,39,42,1880013,29716,508506,21857,0.3,8.6,Aït-Nouri,3.0,1279,3,3,1,37,0,0,0,4,0,0,2,123,359.0,188.7,173.0,72.2,15,1.3,0.79,2.09,24.54,28,8,86,18,82,6,51,6,,,,,,,0.09,0.0,0.06,0.15,1.73,2.6,275,30,212,63,142,39,25,8,1.06,0.07,3,1075,1090,1060,1060,1090,1120,Wolves,20,DEF
104,,,60232,0,0,-1,1,0,2,-1.0,-1.0,0,Craig,-1.0,542,False,,,44,60232.jpg,1.2,Dawson,0.2,False,,a,20,39,14,20735,274,23083,562,-0.2,3.2,Dawson,241.0,884,0,1,1,23,2,0,0,2,0,0,1,49,196.8,29.7,49.0,27.6,9,0.46,0.07,0.53,16.72,149,59,301,91,231,69,233,73,,,,,,,0.05,0.0,0.01,0.06,1.7,2.34,472,85,693,231,357,116,367,130,0.92,0.1,3,1075,1090,1060,1060,1090,1120,Wolves,20,DEF
105,100.0,100.0,200402,0,0,0,0,0,2,0.5,0.5,1,Nélson,0.5,559,False,,2024-11-30T20:30:08.621993Z,45,200402.jpg,1.6,Cabral Semedo,0.2,False,,a,20,39,19,47938,1764,32503,557,0.1,4.2,N.Semedo,173.0,1050,0,2,1,25,0,0,0,5,0,0,0,63,227.0,126.0,62.0,41.6,12,0.55,0.66,1.21,21.39,121,46,147,31,209,55,152,39,,,,,,,0.05,0.0,0.06,0.11,1.83,2.14,368,61,321,101,298,95,335,123,1.03,0.09,3,1075,1090,1060,1060,1090,1120,Wolves,20,DEF
106,100.0,100.0,231480,0,0,-2,2,0,2,0.2,0.2,1,Santiago,0.2,564,False,,2024-11-21T08:30:09.504880Z,43,231480.jpg,1.4,Bueno,0.1,False,,a,20,39,11,3475,85,6947,88,0.0,2.6,S.Bueno,230.0,610,0,0,1,16,0,0,0,0,0,0,0,30,113.6,4.0,17.0,13.4,7,0.21,0.02,0.23,11.24,243,93,393,135,313,101,318,104,,,,,,,0.03,0.0,0.0,0.03,1.66,2.36,553,132,359,123,332,110,472,170,1.03,0.15,3,1075,1090,1060,1060,1090,1120,Wolves,20,DEF
107,100.0,100.0,510362,0,0,-2,2,1,2,1.2,1.2,1,Toti António,1.2,567,False,,2024-09-15T23:00:06.339703Z,43,510362.jpg,1.5,Gomes,0.3,False,,a,20,39,19,33668,1170,25392,918,0.3,4.4,Toti,173.0,993,0,1,1,26,0,0,0,4,0,0,2,68,205.2,42.4,21.0,26.8,12,0.03,0.31,0.34,20.03,139,57,278,79,294,94,236,75,,,,,,,0.0,0.0,0.03,0.03,1.82,2.36,563,140,224,66,313,104,306,115,1.09,0.09,3,1075,1090,1060,1060,1090,1120,Wolves,20,DEF
108,100.0,100.0,219847,0,0,-1,1,1,4,4.2,4.2,5,Kai,3.2,4,False,,2024-11-07T09:00:07.112803Z,79,219847.jpg,4.2,Havertz,10.1,False,,a,1,3,59,2152948,17834,2615405,21935,0.4,7.5,Havertz,80.0,1243,5,2,4,15,0,0,0,2,0,0,7,208,280.8,160.0,437.0,87.8,14,5.75,1.16,6.91,13.85,73,12,112,9,11,4,29,7,,,,,3.0,,0.42,0.0,0.08,0.5,1.0,1.09,13,5,88,18,37,14,37,10,1.01,0.29,5,1350,1375,1360,1360,1340,1390,Arsenal,1,FWD
109,,,476344,0,0,-2,2,0,4,2.5,3.0,8,Jhon,2.5,38,False,,,58,476344.jpg,2.7,Durán,2.7,False,,a,2,7,41,979197,9451,812037,5996,0.4,7.1,Duran,48.0,405,5,0,0,10,0,0,0,2,0,0,8,172,206.6,60.1,246.0,51.4,1,4.0,0.21,4.21,7.19,138,17,237,29,48,19,113,20,,,,,,,0.89,0.0,0.05,0.94,1.6,2.22,91,27,135,23,155,22,115,18,0.22,0.0,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,FWD
110,100.0,100.0,178301,0,0,0,0,3,4,5.5,6.0,1,Ollie,5.5,58,False,,2024-09-04T10:00:05.026467Z,90,178301.jpg,5.1,Watkins,23.0,False,,a,2,7,77,2571619,13274,3703041,128981,0.6,8.6,Watkins,241.0,1109,7,3,4,18,0,0,0,0,0,0,11,269,324.4,159.4,578.0,105.0,14,8.42,1.07,9.49,13.22,42,6,113,10,3,2,15,4,,,,,2.0,,0.68,0.0,0.09,0.77,1.07,1.46,8,2,23,3,17,8,14,4,1.14,0.32,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,FWD
111,100.0,100.0,168636,0,0,-1,1,0,4,3.0,3.0,6,Enes,3.0,65,False,,2024-08-12T14:30:04.450058Z,54,168636.jpg,1.7,Ünal,0.1,False,,a,3,91,20,11906,1914,9578,345,0.6,3.7,Enes Ünal,219.0,203,1,1,1,2,0,0,0,1,0,0,1,58,64.8,40.8,144.0,24.3,1,2.1,0.14,2.24,4.0,317,30,279,31,101,29,256,31,,,4.0,,,,0.93,0.0,0.06,0.99,1.77,0.89,130,38,100,19,293,34,471,63,0.44,0.44,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,FWD
112,,,444102,0,0,1,-1,1,4,4.5,4.5,2,Francisco Evanilson,4.5,617,False,,,61,444102.jpg,4.5,de Lima Barbosa,4.6,False,,a,3,91,63,683855,21990,202811,22029,0.7,10.3,Evanilson,30.0,1029,4,4,5,16,0,0,1,0,0,0,10,225,194.6,138.2,403.0,73.1,13,5.74,0.7,6.44,12.13,151,19,131,13,18,10,48,14,,,,,2.0,,0.5,0.0,0.06,0.56,1.06,1.4,76,22,47,10,34,12,83,15,1.14,0.44,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,FWD
113,100.0,100.0,216646,0,0,2,-2,3,4,4.3,4.8,7,Yoane,4.8,110,False,,2024-11-13T14:30:07.614563Z,62,216646.jpg,6.1,Wissa,10.2,False,,a,4,94,73,2075954,74564,1366048,27894,0.8,11.8,Wissa,50.0,882,8,2,2,17,0,0,0,1,0,0,14,306,325.2,123.0,349.0,79.5,11,6.28,0.43,6.71,15.08,41,5,152,19,25,13,39,11,,,,,4.0,,0.64,0.0,0.04,0.68,1.54,1.73,65,21,37,9,6,2,36,9,1.12,0.2,3,1090,1155,1080,1120,1100,1190,Brentford,4,FWD
114,100.0,100.0,487117,0,0,0,0,0,4,1.2,1.2,2,Evan,1.2,123,False,,2024-08-15T14:30:05.827079Z,55,487117.jpg,1.7,Ferguson,0.3,False,,a,5,36,17,56898,1171,46417,1076,0.2,3.1,Ferguson,104.0,194,1,0,1,4,0,0,0,0,0,0,2,59,54.6,14.5,47.0,11.3,2,0.39,0.18,0.57,2.78,331,32,344,38,237,37,330,35,,,,,,,0.18,0.0,0.08,0.26,1.29,1.86,122,36,249,31,294,35,318,50,0.93,0.46,3,1100,1175,1070,1130,1130,1220,Brighton,5,FWD
115,100.0,100.0,475168,0,0,4,-4,2,4,5.2,5.2,2,João Pedro,5.2,129,False,,2024-11-07T23:00:07.502402Z,59,475168.jpg,5.7,Junqueira de Jesus,21.9,False,,a,5,36,51,3979303,72111,3509465,37222,0.9,8.6,João Pedro,30.0,588,4,3,3,5,0,0,0,1,0,0,11,214,238.6,129.9,231.0,59.8,7,2.41,1.28,3.69,6.79,107,15,139,15,51,20,84,19,,,,,1.0,,0.37,0.0,0.2,0.57,1.04,0.77,84,24,26,4,9,4,16,6,1.07,0.46,3,1100,1175,1070,1130,1130,1220,Brighton,5,FWD
116,100.0,75.0,50175,-1,1,3,-3,1,4,1.2,0.9,1,Danny,1.2,148,False,,2024-12-06T10:30:07.688901Z,58,50175.jpg,4.9,Welbeck,15.8,False,,a,5,36,69,3657251,7763,2384899,142038,0.2,11.9,Welbeck,241.0,1111,6,2,5,16,0,0,0,1,0,0,13,247,293.0,173.8,370.0,83.7,13,5.57,0.44,6.01,20.73,59,8,94,5,22,12,34,8,,,1.0,,3.0,,0.45,0.0,0.04,0.49,1.68,1.3,87,26,250,32,21,9,24,8,1.05,0.41,3,1100,1175,1070,1130,1130,1220,Brighton,5,FWD
117,,,517052,0,0,7,-7,2,4,5.5,5.0,2,Nicolas,5.0,180,False,,,82,517052.jpg,5.7,Jackson,27.5,False,,a,6,8,80,4277923,67549,1684608,84520,0.6,9.8,N.Jackson,189.0,1100,8,4,4,14,0,0,0,4,0,0,12,329,385.0,183.1,523.0,109.2,14,7.07,0.56,7.63,16.34,17,3,89,3,6,3,11,3,,,,,,,0.58,0.0,0.05,0.63,1.34,1.15,12,4,33,8,10,5,8,2,1.15,0.33,4,1225,1230,1130,1130,1320,1330,Chelsea,6,FWD
118,100.0,100.0,205533,0,0,-1,1,0,4,0.5,-0.5,0,Eddie,0.5,11,False,,2024-11-08T15:00:07.256448Z,59,205533.jpg,1.4,Nketiah,0.4,False,,a,7,31,14,158205,535,167033,1130,0.1,2.4,Nketiah,241.0,515,0,0,1,8,0,0,0,2,0,0,0,63,48.4,85.0,162.0,29.3,6,1.02,0.39,1.41,7.9,339,33,194,24,94,28,224,28,,,,,,,0.18,0.0,0.07,0.25,1.38,1.4,82,23,337,40,341,36,270,44,1.05,0.17,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,FWD
119,,,231747,0,0,-3,3,1,4,4.2,3.2,2,Jean-Philippe,4.2,207,False,,,72,231747.jpg,3.5,Mateta,2.5,False,,a,7,31,52,459117,3320,816204,7548,0.6,7.2,Mateta,73.0,1112,4,1,2,17,0,0,0,2,0,0,9,191,204.6,178.5,268.0,64.8,13,4.46,0.74,5.2,17.26,140,18,91,4,44,17,73,17,,,,,1.0,,0.36,0.0,0.06,0.42,1.4,1.38,21,8,57,11,79,17,120,19,1.05,0.16,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,FWD
120,,,486385,0,0,0,0,0,4,0.0,0.0,0,Norberto Bercique,1.0,218,False,,,50,486385.jpg,1.8,Gomes Betuncal,0.6,False,,a,8,11,16,115904,1327,114571,2065,0.2,3.2,Beto,90.0,179,1,0,0,9,0,0,0,0,0,0,2,44,41.2,2.1,112.0,15.1,1,1.61,0.0,1.61,3.26,350,34,407,45,132,31,313,34,,,,,,,0.81,0.0,0.0,0.81,1.64,4.53,222,50,270,35,276,32,241,40,0.5,0.0,3,1080,1100,1080,1100,1080,1100,Everton,8,FWD
121,100.0,100.0,177815,0,0,-5,5,1,4,1.7,0.0,0,Dominic,2.7,220,False,,2024-09-18T19:30:06.748871Z,55,177815.jpg,3.1,Calvert-Lewin,1.7,False,,a,8,11,43,905586,1637,948121,6221,0.5,7.8,Calvert-Lewin,241.0,1093,2,2,6,12,0,0,0,1,0,0,3,110,146.6,88.0,414.0,64.8,13,4.32,0.53,4.85,15.75,202,21,189,23,14,7,72,16,,,,,1.0,,0.36,0.0,0.04,0.4,1.3,0.99,109,32,114,21,117,19,155,27,1.07,0.49,3,1080,1100,1080,1100,1080,1100,Everton,8,FWD
122,100.0,100.0,440993,0,0,-1,1,0,4,1.0,0.0,0,Iliman,2.0,232,False,,2024-11-07T23:00:07.842947Z,54,440993.jpg,2.8,Ndiaye,0.6,False,,a,8,11,39,212333,1789,172582,3885,0.4,7.2,Ndiaye,189.0,1073,2,0,7,13,0,0,0,1,0,0,6,198,229.6,167.0,212.0,61.1,12,1.08,0.7,1.78,13.31,117,16,103,6,60,21,79,18,,,,,,,0.09,0.0,0.06,0.15,1.12,1.09,140,41,174,24,145,21,239,39,1.01,0.59,3,1080,1100,1080,1100,1080,1100,Everton,8,FWD
123,,,244042,0,0,-5,5,0,4,0.2,0.2,1,Rodrigo,1.2,251,False,,,55,244042.jpg,1.8,Muniz Carvalho,1.5,False,,a,9,54,25,663420,613,1184171,2760,0.2,4.5,Muniz,30.0,441,1,1,1,8,0,0,0,1,0,0,1,88,77.8,66.3,176.0,32.0,4,1.61,0.09,1.7,5.92,292,27,221,27,81,27,207,27,,,,,,,0.33,0.0,0.02,0.35,1.21,1.63,117,34,246,30,283,33,169,31,0.82,0.2,3,1100,1160,1100,1140,1100,1180,Fulham,9,FWD
124,,,102057,0,0,0,0,1,4,2.2,2.2,8,Raúl,3.2,252,False,,,55,102057.jpg,4.1,Jiménez,5.0,False,,a,9,54,61,1508133,11781,1063468,21541,0.6,11.1,Raúl,139.0,897,5,2,4,12,0,0,0,1,0,0,10,227,249.2,135.7,413.0,80.1,11,4.91,1.33,6.24,12.14,95,13,134,14,15,8,38,10,,,,,2.0,,0.49,0.0,0.13,0.62,1.22,1.2,106,31,85,16,42,15,76,14,1.1,0.4,3,1100,1160,1100,1140,1100,1180,Fulham,9,FWD
125,,,463034,0,0,1,-1,1,4,1.8,1.8,1,Liam,1.8,268,False,,,56,463034.jpg,3.9,Delap,5.0,False,,a,10,40,58,1083793,10168,615491,31823,0.3,10.4,Delap,241.0,1103,6,1,2,20,0,0,0,4,0,0,7,204,247.2,163.9,332.0,73.9,14,4.18,0.45,4.63,23.65,97,14,106,7,29,15,46,13,,,,,,,0.34,0.0,0.04,0.38,1.93,1.63,103,29,196,26,59,16,75,13,1.14,0.16,3,1060,1090,1070,1080,1050,1100,Ipswich,10,FWD
126,0.0,0.0,222625,0,0,-1,1,1,4,0.0,0.0,0,George,0.0,272,False,Knee injury - Expected back 16 Jan,2024-11-22T17:00:09.158802Z,54,222625.jpg,2.1,Hirst,0.0,False,,i,10,40,17,10029,48,10279,132,0.0,3.1,Hirst,241.0,174,1,1,0,4,0,0,0,1,0,0,2,56,60.2,37.0,68.0,16.7,1,0.77,0.1,0.87,6.5,327,31,289,33,202,34,302,33,,,,,1.0,,0.4,0.0,0.05,0.45,3.36,2.07,133,39,671,69,238,31,563,71,0.52,0.0,3,1060,1090,1070,1080,1050,1100,Ipswich,10,FWD
127,100.0,100.0,101668,0,0,0,0,1,4,5.8,5.8,12,Jamie,5.8,306,False,,2024-11-10T23:00:07.879182Z,55,101668.jpg,4.7,Vardy,8.4,False,,a,11,13,66,2078344,84205,1580767,12066,1.1,12.0,Vardy,241.0,1133,6,3,1,26,0,0,0,4,0,0,10,251,290.6,123.9,273.0,68.6,14,4.64,1.51,6.15,27.18,64,11,150,18,41,16,61,15,,,,,1.0,,0.37,0.0,0.12,0.49,2.16,2.07,105,30,15,1,26,10,47,12,1.11,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,FWD
128,,,447203,0,0,-4,4,0,4,2.3,0.0,0,Darwin,1.3,316,False,,,71,447203.jpg,2.5,Núñez Ribeiro,2.2,False,,a,12,14,27,231559,2274,597018,6118,0.2,3.8,Darwin,230.0,619,2,1,2,10,0,0,0,3,0,0,1,119,130.0,72.9,182.0,38.2,6,2.07,0.24,2.31,9.22,225,23,210,26,75,25,177,26,,,,,3.0,,0.3,0.0,0.03,0.33,1.34,1.45,25,11,222,28,183,27,131,21,0.87,0.29,5,1350,1365,1360,1370,1340,1360,Liverpool,12,FWD
129,,,243298,0,0,-4,4,0,4,5.0,0.0,0,Cody,4.0,321,False,,,71,243298.jpg,2.4,Gakpo,2.7,False,,a,12,14,34,274647,10345,434400,9505,0.6,4.8,Gakpo,152.0,613,2,1,2,7,0,0,0,3,0,0,6,155,146.6,163.7,185.0,49.6,6,2.25,0.77,3.01,7.2,203,22,107,8,73,24,121,21,,,,,,,0.33,0.0,0.11,0.44,1.06,1.03,23,9,68,13,200,28,112,17,0.88,0.29,5,1350,1365,1360,1370,1340,1360,Liverpool,12,FWD
130,100.0,100.0,223094,-1,1,-1,1,3,4,5.0,5.0,7,Erling,4.0,351,True,,2024-09-13T15:00:06.985607Z,149,223094.jpg,6.5,Haaland,42.3,False,,a,13,43,98,2826157,7542,4030894,136429,0.3,6.6,Haaland,161.0,1349,13,1,3,21,0,0,0,2,0,0,15,438,527.4,142.1,908.0,158.0,15,12.85,0.86,13.71,21.56,4,1,126,11,1,1,4,1,,,3.0,,1.0,,0.86,0.0,0.06,0.92,1.44,1.4,1,1,71,14,4,1,4,1,1.0,0.2,5,1355,1370,1350,1350,1360,1390,Man City,13,FWD
131,100.0,100.0,497894,0,0,-1,1,0,4,1.8,2.8,8,Rasmus,2.8,375,False,,2024-08-05T15:00:04.427374Z,69,497894.jpg,3.2,Højlund,1.4,False,,a,14,1,32,270024,6750,211902,7170,0.4,4.6,Højlund,58.0,604,2,1,2,10,0,0,0,0,0,0,4,111,89.4,79.2,98.0,26.4,7,1.64,0.19,1.83,10.39,279,26,199,25,144,32,241,29,,,,,,,0.24,0.0,0.03,0.27,1.55,1.49,30,14,111,20,104,18,173,32,1.04,0.3,3,1125,1155,1130,1140,1120,1170,Man Utd,14,FWD
132,,,458249,0,0,-4,4,1,4,3.0,4.0,1,Joshua,4.0,389,False,,,66,458249.jpg,2.6,Zirkzee,1.8,False,,a,14,1,39,449000,1237,569533,9284,0.6,5.9,Zirkzee,152.0,585,3,1,3,7,0,0,0,1,0,0,6,142,164.8,115.3,203.0,48.3,5,2.76,0.44,3.2,9.8,181,20,161,20,62,22,129,22,,,,,,,0.42,0.0,0.07,0.49,1.51,1.08,41,18,67,12,167,24,148,25,0.77,0.46,3,1125,1155,1130,1140,1120,1170,Man Utd,14,FWD
133,100.0,100.0,219168,1,-1,1,-1,0,4,5.5,5.5,8,Alexander,5.5,401,False,,2024-11-30T22:00:07.827670Z,86,219168.jpg,5.3,Isak,20.2,False,,a,15,4,69,2109686,206411,5718163,10049,0.6,8.0,Isak,206.0,1056,6,3,2,19,0,0,0,0,0,0,12,251,312.6,229.8,413.0,94.9,13,5.59,1.78,7.37,16.75,48,7,59,2,16,9,24,5,,,3.0,,2.0,,0.48,0.0,0.15,0.63,1.43,1.62,9,3,22,2,12,7,19,7,1.11,0.17,3,1115,1220,1100,1130,1130,1310,Newcastle,15,FWD
134,,,210156,-1,1,-5,5,0,4,1.0,1.0,1,Taiwo,1.0,424,False,,,55,210156.jpg,1.1,Awoniyi,0.3,False,,a,16,17,12,28726,495,95354,672,0.2,2.2,Awoniyi,157.0,198,0,0,0,3,0,0,0,0,0,0,0,30,12.2,22.3,44.0,7.3,2,0.44,0.09,0.53,2.63,411,39,323,37,244,38,363,39,,,,,,,0.2,0.0,0.04,0.24,1.2,1.36,114,33,277,36,368,40,319,51,0.91,0.0,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,FWD
